id;produto_fk;cultura;cultura_norm;praga_nome_cientifico;praga_cientifico_norm;praga_nome_comum;praga_comum_norm;dose_min;dose_max;dose_unidade;volume_calda_min;volume_calda_max;volume_calda_unidade;num_max_aplicacoes;intervalo_aplicacao;carencia_dias;carencia_texto;epoca_aplicacao;fonte_pagina;fonte_trecho;status;volume_calda_outros;marca_comercial
33439;30723;Maçã;maca;Brachiaria plantaginea;brachiaria plantaginea;Capim-marmelada;capim-marmelada;0.5;1.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Capim-marmelada (Brachiaria plantaginea) | 0.5-1 | L/ha (produto comercial);validado;;Glifomega 480 SL
34476;30723;Maçã;maca;Sorghum halepense;sorghum halepense;Capim-massambará;capim-massambara;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Capim-massambará (Sorghum halepense) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
34323;30723;Maçã;maca;Andropogon leucostachyus;andropogon leucostachyus;Capim-membeca;capim-membeca;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Capim-membeca (Andropogon leucostachyus) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33558;30723;Maçã;maca;Eleusine indica;eleusine indica;Capim-pé-de-galinha;capim-pe-de-galinha;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Capim-pé-de-galinha (Eleusine indica) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34306;30723;Maçã;maca;Andropogon bicornis;andropogon bicornis;Capim-rabo-de-burro;capim-rabo-de-burro;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Capim-rabo-de-burro (Andropogon bicornis) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33490;30723;Maçã;maca;Setaria geniculata;setaria geniculata;Capim-rabo-de-raposa;capim-rabo-de-raposa;1.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Capim-rabo-de-raposa (Setaria geniculata) | 1-2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33694;30723;Maçã;maca;Acanthospermum hispidum;acanthospermum hispidum;Carrapicho-de-carneiro;carrapicho-de-carneiro;1.5;1.5;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Carrapicho-de-carneiro (Acanthospermum hispidum) | 1.5 | L/ha (produto comercial);validado;;Glifomega 480 SL
33677;30723;Maçã;maca;Acanthospermum australe;acanthospermum australe;Carrapicho-rasteiro;carrapicho-rasteiro;1.5;1.5;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Carrapicho-rasteiro (Acanthospermum australe) | 1.5 | L/ha (produto comercial);validado;;Glifomega 480 SL
33762;30723;Maçã;maca;Amaranthus viridis;amaranthus viridis;Caruru;caruru;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Caruru (Amaranthus viridis) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33745;30723;Maçã;maca;Amaranthus hybridus;amaranthus hybridus;Caruru-roxo;caruru-roxo;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Caruru-roxo (Amaranthus hybridus) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33473;30723;Maçã;maca;Bromus catharticus;bromus catharticus;Cevadinha;cevadinha;1.0;1.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Cevadinha (Bromus catharticus) | 1 | L/ha (produto comercial);validado;;Glifomega 480 SL
33966;30723;Maçã;maca;Ipomoea aristolochiaefolia;ipomoea aristolochiaefolia;Corda-de-viola;corda-de-viola;3.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Corda-de-viola (Ipomoea aristolochiaefolia) | 3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34017;30723;Maçã;maca;Ipomoea quamoclit;ipomoea quamoclit;Corda-de-viola;corda-de-viola;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Corda-de-viola (Ipomoea quamoclit) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33830;30723;Maçã;maca;Leonotis nepetifolia;leonotis nepetifolia;Cordão-de-frade;cordao-de-frade;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Cordão-de-frade (Leonotis nepetifolia) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33609;30723;Maçã;maca;Fimbristylis miliacea;fimbristylis miliacea;Cuminho ou Falso cominho;cuminho ou falso cominho;5.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Cuminho ou Falso cominho (Fimbristylis miliacea) | 5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34612;30723;Maçã;maca;Solidago chilensis;solidago chilensis;Erva-lanceta;erva-lanceta;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Erva-lanceta (Solidago chilensis) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34102;30723;Maçã;maca;Spermacoce alata;spermacoce alata;Erva-quente;erva-quente;5.0;6.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Erva-quente (Spermacoce alata) | 5-6 | L/ha (produto comercial);validado;;Glifomega 480 SL
34119;30723;Maçã;maca;Vicia sativa;vicia sativa;Ervilhaca;ervilhaca;5.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Ervilhaca (Vicia sativa) | 5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34051;30723;Maçã;maca;Spergula arvensis;spergula arvensis;Espérgula;espergula;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Espérgula (Spergula arvensis) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33796;30723;Maçã;maca;Emilia sonchifolia;emilia sonchifolia;Falsa-serralha;falsa-serralha;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Falsa-serralha (Emilia sonchifolia) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34714;30723;Maçã;maca;Senna obtusifolia;senna obtusifolia;Fedegoso-branco;fedegoso-branco;5.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Fedegoso-branco (Senna obtusifolia) | 5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34408;30723;Maçã;maca;Paspalum notatum;paspalum notatum;Grama-batatais;grama-batatais;4.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Grama-batatais (Paspalum notatum) | 4-5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34204;30723;Maçã;maca;Paspalum dilatatum;paspalum dilatatum;Grama-comprida;grama-comprida;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Grama-comprida (Paspalum dilatatum) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34493;30723;Maçã;maca;Axonopus compressus;axonopus compressus;Grama-missioneira ou capitinga;grama-missioneira ou capitinga;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Grama-missioneira ou capitinga (Axonopus compressus) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
34340;30723;Maçã;maca;Cynodon dactylon;cynodon dactylon;Grama-seda;grama-seda;4.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Grama-seda (Cynodon dactylon) | 4-5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34425;30723;Maçã;maca;Paspalum paniculatum;paspalum paniculatum;Grama-touceira;grama-touceira;4.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Grama-touceira (Paspalum paniculatum) | 4-5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34697;30723;Maçã;maca;Trema micrantha;trema micrantha;Grandiúva;grandiuva;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Grandiúva (Trema micrantha) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33660;30723;Maçã;maca;Malvastrum coromandelianum;malvastrum coromandelianum;Guanxuma;guanxuma;1.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Guanxuma (Malvastrum coromandelianum) | 1-2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34646;30723;Maçã;maca;Sida cordifolia;sida cordifolia;Guanxuma;guanxuma;3.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Guanxuma (Sida cordifolia) | 3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34680;30723;Maçã;maca;Sida rhombifolia;sida rhombifolia;Guanxuma;guanxuma;3.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Guanxuma (Sida rhombifolia) | 3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34663;30723;Maçã;maca;Sida glaziovii;sida glaziovii;Guanxuma-branca;guanxuma-branca;3.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Guanxuma-branca (Sida glaziovii) | 3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34153;30723;Maçã;maca;Cyperus ferax;cyperus ferax;Junquinho;junquinho;1.5;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Junquinho (Cyperus ferax) | 1.5-3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34629;30723;Maçã;maca;Rumex crispus;rumex crispus;Língua-de-vaca;lingua-de-vaca;3.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Língua-de-vaca (Rumex crispus) | 3 | L/ha (produto comercial);validado;;Glifomega 480 SL
33932;30723;Maçã;maca;Talinum paniculatum;talinum paniculatum;Maria-gorda;maria-gorda;2.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Maria-gorda (Talinum paniculatum) | 2-3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34595;30723;Maçã;maca;Senecio brasiliensis;senecio brasiliensis;Maria-mole;maria-mole;2.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Maria-mole (Senecio brasiliensis) | 2-3 | L/ha (produto comercial);validado;;Glifomega 480 SL
33898;30723;Maçã;maca;Solanum americanum;solanum americanum;Maria-pretinha;maria-pretinha;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Maria-pretinha (Solanum americanum) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34578;30723;Maçã;maca;Eupatorium maximilianii;eupatorium maximilianii;Mata-pasto;mata-pasto;1.5;1.5;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Mata-pasto (Eupatorium maximilianii) | 1.5 | L/ha (produto comercial);validado;;Glifomega 480 SL
33728;30723;Maçã;maca;Ageratum conyzoides;ageratum conyzoides;Mentrasto;mentrasto;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Mentrasto (Ageratum conyzoides) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33881;30723;Maçã;maca;Raphanus raphanistrum;raphanus raphanistrum;Nabiça;nabica;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Nabiça (Raphanus raphanistrum) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33643;30723;Maçã;maca;Galinsoga parviflora;galinsoga parviflora;Picão-branco ou Fazendeiro;picao-branco ou fazendeiro;1.0;1.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Picão-branco ou Fazendeiro (Galinsoga parviflora) | 1 | L/ha (produto comercial);validado;;Glifomega 480 SL
33626;30723;Maçã;maca;Bidens pilosa;bidens pilosa;Picão-preto;picao-preto;1.0;1.5;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Picão-preto (Bidens pilosa) | 1-1.5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34034;30723;Maçã;maca;Richardia brasiliensis;richardia brasiliensis;Poaia-branca;poaia-branca;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Poaia-branca (Richardia brasiliensis) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33847;30723;Maçã;maca;Phyllanthus tenellus;phyllanthus tenellus;Quebra-pedra;quebra-pedra;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Quebra-pedra (Phyllanthus tenellus) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
33915;30723;Maçã;maca;Sonchus oleraceus;sonchus oleraceus;Serralha;serralha;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Serralha (Sonchus oleraceus) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34544;30723;Maçã;maca;Guadua angustifolia;guadua angustifolia;Taboca;taboca;12.0;12.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Taboca (Guadua angustifolia) | 12 | L/ha (produto comercial);validado_bula;;Glifomega 480 SL
34731;30723;Maçã;maca;Plantago major;plantago major;Tanchagem;tanchagem;5.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Tanchagem (Plantago major) | 5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34238;30723;Maçã;maca;Cyperus flavus;cyperus flavus;Tiririca;tiririca;3.0;3.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Tiririca (Cyperus flavus) | 3 | L/ha (produto comercial);validado;;Glifomega 480 SL
34357;30723;Maçã;maca;Cyperus rotundus;cyperus rotundus;Tiririca;tiririca;4.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Tiririca (Cyperus rotundus) | 4-5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34510;30723;Maçã;maca;Cyperus difformis;cyperus difformis;Tiririca;tiririca;5.0;5.0;L/ha;300.0;400.0;L/ha;1;;15;;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;4;Tiririca (Cyperus difformis) | 5 | L/ha (produto comercial);validado;;Glifomega 480 SL
34068;30723;Maçã;maca;Trifolium repens;trifolium repens;Trevo;trevo;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;15;;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Trevo (Trifolium repens) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
34749;30723;Milho;milho;Synedrellopsis grisebachii;synedrellopsis grisebachii;Agriãozinho;agriaozinho;5.0;5.0;L/ha;300.0;400.0;L/ha;1;;;não determinado devido à modalidade de emprego;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Agriãozinho (Synedrellopsis grisebachii) | 5 | L/ha (produto comercial);validado;;Glifomega 480 SL
33984;30723;Milho;milho;Medicago sativa;medicago sativa;Alfafa;alfafa;3.5;3.5;L/ha;300.0;400.0;L/ha;1;;;não determinado devido à modalidade de emprego;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Alfafa (Medicago sativa) | 3.5 | L/ha (produto comercial);validado;;Glifomega 480 SL
33950;30723;Milho;milho;Euphorbia heterophylla;euphorbia heterophylla;Amendoim-bravo;amendoim-bravo;3.0;4.0;L/ha;300.0;400.0;L/ha;1;;;não determinado devido à modalidade de emprego;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Amendoim-bravo (Euphorbia heterophylla) | 3-4 | L/ha (produto comercial);validado;;Glifomega 480 SL
33712;30723;Milho;milho;Aeschynomene rudis;aeschynomene rudis;Angiquinho;angiquinho;2.0;2.0;L/ha;300.0;400.0;L/ha;1;;;não determinado devido à modalidade de emprego;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Angiquinho (Aeschynomene rudis) | 2 | L/ha (produto comercial);validado;;Glifomega 480 SL
34001;30723;Milho;milho;Indigofera hirsuta;indigofera hirsuta;Anileira;anileira;4.0;4.0;L/ha;300.0;400.0;L/ha;1;;;não determinado devido à modalidade de emprego;Para plantas infestantes anuais, o melhor período situa-se entre a fase jovem até a formação dos botões florais. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;3;Anileira (Indigofera hirsuta) | 4 | L/ha (produto comercial);validado;;Glifomega 480 SL
34562;30723;Milho;milho;Alternanthera tenella;alternanthera tenella;Apaga-fogo;apaga-fogo;1.0;1.0;L/ha;300.0;400.0;L/ha;1;;;não determinado devido à modalidade de emprego;A época de aplicação mais indicada para o controle das espécies perenes é próxima e/ou durante a floração. Aplicar quando as plantas infestantes estiverem em boas condições de desenvolvimento, sem estresse hídrico. Aplicação única (jato dirigido em pós-emergência ou plantio direto).;5;Apaga-fogo (Alternanthera tenella) | 1 | L/ha (produto comercial);validado;;Glifomega 480 SL
